BLH_ID,type,family,common_name,genus,organism,primer,short,BC,Code,Barcode,OTU ,Sequences,blh_mix_count,time_period,Year,Date,region,site_name,Terpene,host_plant,extraction_date,nucleic_acid,purity,quality,BCTV,CPt,S_citri
L114,Crop,Apiaceae,Dill,Anethum,Anethum graveolens,ITS,5,bc1146,T,bc1155 ,1,77,4,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,105.3,2.1,1.9,1,1,0
L114,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,5,bc1146,T,bc1155 ,7,62,4,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,105.3,2.1,1.9,1,1,0
L114,Nightshade,Solanaceae,Black nightshade,Solanum,Solanum nigrum,ITS,5,bc1146,T,bc1155 ,3,30,4,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,105.3,2.1,1.9,1,1,0
L114,Tree,Pinaceae,Hemlock,Tsuga,Tsuga heterophylla,ITS,5,bc1146,T,bc1155 ,4,2,4,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,105.3,2.1,1.9,1,1,0
L115,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,V,bc1140,5,bc1146 ,2,7,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,91.4,2.07,1.77,1,1,0
L115,Mustard,Brassicaceae,Blue mustard,Chorispora,Chorispora tenella,ITS,V,bc1140,5,bc1146 ,5,4,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,91.4,2.07,1.77,1,1,0
L115,Grass,Poaceae,Ryegrass annual,Lolium,Lolium rigidum,ITS,V,bc1140,5,bc1146 ,3,7,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,91.4,2.07,1.77,1,1,0
L115,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,V,bc1140,5,bc1146 ,4,7,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,91.4,2.07,1.77,1,1,0
L115,Nightshade,Solanaceae,Black nightshade,Solanum,Solanum nigrum,ITS,V,bc1140,5,bc1146 ,7,32,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,91.4,2.07,1.77,1,1,0
L116,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,5,bc1146,W,bc1189 ,1,113,6,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,114,2.1,2.48,1,0,0
L116,Lambsquarter,Amaranthaceae,Lambsquarter,Chenopodium,Chenopodium amaranticolor,trnF,9,bc1115,R,bc1126 ,12,NA,6,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,114,2.1,2.48,1,0,0
L116,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,5,bc1146,W,bc1189 ,3,3,6,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,114,2.1,2.48,1,0,0
L116,Nightshade,Solanaceae,Black nightshade,Solanum,Solanum nigrum,ITS,5,bc1146,W,bc1189 ,2,4,6,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,114,2.1,2.48,1,0,0
L117,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,5,bc1146,E,bc1170 ,2,8,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,99.5,2.02,1.6,1,1,0
L117,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,5,bc1146,E,bc1170 ,6,2,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,99.5,2.02,1.6,1,1,0
L117,Weed,Plantaginaceae,Plantain,Plantago,Plantago lanceolata,ITS,5,bc1146,E,bc1170 ,3,7,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,99.5,2.02,1.6,1,1,0
L117,Weed,Sarcobataceae,Greasewood,Sarcobatus,Sarcobatus vermiculatus,ITS,5,bc1146,E,bc1170 ,5,13,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,99.5,2.02,1.6,1,1,0
L117,Nightshade,Solanaceae,Black nightshade,Solanum,Solanum nigrum,ITS,5,bc1146,E,bc1170 ,5,2,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,99.5,2.02,1.6,1,1,0
L118,Crop,Apiaceae,Dill,Anethum,Anethum graveolens,ITS,4,bc1150,F,bc1171 ,1,82,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,103.9,2.05,1.86,1,1,0
L118,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,4,bc1150,F,bc1171 ,4,25,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,103.9,2.05,1.86,1,1,0
L118,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,4,bc1150,F,bc1171 ,3,29,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,103.9,2.05,1.86,1,1,0
L118,Weed,Apiaceae,Hemlock,Cicuta,Cicuta virosa,ITS,4,bc1150,F,bc1171 ,2,38,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,103.9,2.05,1.86,1,1,0
L118,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,4,bc1150,F,bc1171 ,16,2,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,103.9,2.05,1.86,1,1,0
L118,Grass,Poaceae,Barnyard grass,Echinochloa,Echinochloa oryzoides,ITS,4,bc1150,F,bc1171 ,7,7,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,103.9,2.05,1.86,1,1,0
L118,Grass,Poaceae,Ryegrass annual,Lolium,Lolium rigidum,ITS,4,bc1150,F,bc1171 ,5,18,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,103.9,2.05,1.86,1,1,0
L118,Grass,Poaceae,Ryegrass,Lolium,Lolium saxatile,ITS,4,bc1150,F,bc1171 ,23,4,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,103.9,2.05,1.86,1,1,0
L118,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,4,bc1150,F,bc1171 ,8,6,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,103.9,2.05,1.86,1,1,0
L118,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,4,bc1150,F,bc1171 ,13,2,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,103.9,2.05,1.86,1,1,0
L118,Nightshade,Solanaceae,Black nightshade,Solanum,Solanum nigrum,ITS,4,bc1150,F,bc1171 ,35,19,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,103.9,2.05,1.86,1,1,0
L118,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,4,bc1150,F,bc1171 ,19,7,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,103.9,2.05,1.86,1,1,0
L119,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,4,bc1150,G,bc1172 ,9,149,6,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,108.6,2.04,1.68,1,1,1
L119,Lambsquarter,Amaranthaceae,White lambsquarter,Chenopodium,Chenopodium album,ITS,4,bc1150,G,bc1172 ,11,2,6,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,108.6,2.04,1.68,1,1,1
L119,Grass,Poaceae,Barnyard grass,Echinochloa,Echinochloa oryzoides,ITS,4,bc1150,G,bc1172 ,4,7,6,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,108.6,2.04,1.68,1,1,1
L119,Grass,Poaceae,Ryegrass annual,Lolium,Lolium rigidum,ITS,4,bc1150,G,bc1172 ,3,20,6,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,108.6,2.04,1.68,1,1,1
L119,Grass,Poaceae,Ryegrass,Lolium,Lolium saxatile,ITS,4,bc1150,G,bc1172 ,6,4,6,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,108.6,2.04,1.68,1,1,1
L119,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,4,bc1150,G,bc1172 ,5,5,6,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,108.6,2.04,1.68,1,1,1
L119,Grass,Poaceae,Foxtail millet,Setaria,Setaria italica,ITS,4,bc1150,G,bc1172 ,9,2,6,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,108.6,2.04,1.68,1,1,1
L119,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,4,bc1150,G,bc1172 ,10,2,6,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,108.6,2.04,1.68,1,1,1
L119,Nightshade,Solanaceae,Black nightshade,Solanum,Solanum nigrum,ITS,4,bc1150,G,bc1172 ,21,54,6,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,108.6,2.04,1.68,1,1,1
L120,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,4,bc1150,H,bc1190 ,1,14,4,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,96.3,2.06,1.84,1,1,0
L120,Grass,Poaceae,Ryegrass annual,Lolium,Lolium rigidum,ITS,4,bc1150,H,bc1190 ,3,3,4,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,96.3,2.06,1.84,1,1,0
L120,Nightshade,Solanaceae,Black nightshade,Solanum,Solanum nigrum,ITS,4,bc1150,H,bc1190 ,2,5,4,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,96.3,2.06,1.84,1,1,0
L121,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,4,bc1150,i,bc1191 ,3,37,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,98.9,2.06,1.8,1,1,0
L121,Mustard,Brassicaceae,Blue mustard,Chorispora,Chorispora tenella,ITS,4,bc1150,i,bc1191 ,8,4,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,98.9,2.06,1.8,1,1,0
L121,Grass,Poaceae,Crabgrass,Digitaria,Digitaria ciliaris,ITS,4,bc1150,i,bc1191 ,9,4,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,98.9,2.06,1.8,1,1,0
L121,Grass,Poaceae,Ryegrass annual,Lolium,Lolium rigidum,ITS,4,bc1150,i,bc1191 ,2,44,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,98.9,2.06,1.8,1,1,0
L121,Grass,Poaceae,Ryegrass,Lolium,Lolium saxatile,ITS,4,bc1150,i,bc1191 ,6,8,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,98.9,2.06,1.8,1,1,0
L121,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,4,bc1150,i,bc1191 ,5,8,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,98.9,2.06,1.8,1,1,0
L121,Grass,Poaceae,Foxtail millet,Setaria,Setaria italica,ITS,4,bc1150,i,bc1191 ,7,5,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,98.9,2.06,1.8,1,1,0
L121,Nightshade,Solanaceae,Black nightshade,Solanum,Solanum nigrum,ITS,4,bc1150,i,bc1191 ,138,188,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,98.9,2.06,1.8,1,1,0
L121,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,4,bc1150,i,bc1191 ,12,3,5,June,2022,44742,Prosser,Q6- Ter,terpinolene,Cannabis,45259,98.9,2.06,1.8,1,1,0
L122,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,4,bc1150,K,bc1192 ,7,2,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,88.4,2.05,1.91,1,0,0
L122,Grass,Poaceae,Barnyard grass,Echinochloa,Echinochloa oryzoides,ITS,4,bc1150,K,bc1192 ,5,3,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,88.4,2.05,1.91,1,0,0
L122,Russian Thistle,Amaranthaceae,Prickly Russian Thistle,Kali,Kali turgidum,ITS,4,bc1150,K,bc1192 ,6,3,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,88.4,2.05,1.91,1,0,0
L122,Grass,Poaceae,Ryegrass annual,Lolium,Lolium rigidum,ITS,4,bc1150,K,bc1192 ,3,6,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,88.4,2.05,1.91,1,0,0
L122,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,4,bc1150,K,bc1192 ,2,14,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,88.4,2.05,1.91,1,0,0
L122,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,4,bc1150,K,bc1192 ,4,4,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,88.4,2.05,1.91,1,0,0
L122,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,4,bc1150,K,bc1192 ,9,17,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,88.4,2.05,1.91,1,0,0
L123,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,4,bc1150,R,bc1173 ,2,74,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,109.1,2.06,2.33,1,1,0
L123,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,4,bc1150,R,bc1173 ,8,3,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,109.1,2.06,2.33,1,1,0
L123,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,4,bc1150,R,bc1173 ,5,5,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,109.1,2.06,2.33,1,1,0
L123,Grass,Poaceae,Barnyard grass,Echinochloa,Echinochloa oryzoides,ITS,4,bc1150,R,bc1173 ,8,408,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,109.1,2.06,2.33,1,1,0
L123,Grass,Poaceae,Ryegrass annual,Lolium,Lolium rigidum,ITS,4,bc1150,R,bc1173 ,6,4,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,109.1,2.06,2.33,1,1,0
L123,Grass,Poaceae,Foxtail millet,Setaria,Setaria italica,ITS,4,bc1150,R,bc1173 ,7,3,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,109.1,2.06,2.33,1,1,0
L124,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,4,bc1150,S,bc1154 ,3,42,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,96,2.15,2.38,1,1,0
L124,Crop,Brassicaceae,Canola,Brassica,Brassica napus,ITS,4,bc1150,S,bc1154 ,14,4,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,96,2.15,2.38,1,1,0
L124,Mustard,Brassicaceae,Wild cabbage,Brassica,Brassica oleracea,ITS,4,bc1150,S,bc1154 ,15,3,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,96,2.15,2.38,1,1,0
L124,Crop,Cucurbitaceae,Cucumber,Cucumis,Cucumis sativus,ITS,4,bc1150,S,bc1154 ,5,25,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,96,2.15,2.38,1,1,0
L124,Weed,Asteraceae,Fleabane,Erigeron,Erigeron leptorhizon,ITS,4,bc1150,S,bc1154 ,20,2,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,96,2.15,2.38,1,1,0
L124,Russian Thistle,Amaranthaceae,Prickly Russian Thistle,Kali,Kali turgidum,ITS,4,bc1150,S,bc1154 ,9,9,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,96,2.15,2.38,1,1,0
L124,Grass,Poaceae,Ryegrass annual,Lolium,Lolium rigidum,ITS,4,bc1150,S,bc1154 ,6,22,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,96,2.15,2.38,1,1,0
L124,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,4,bc1150,S,bc1154 ,19,2,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,96,2.15,2.38,1,1,0
L124,Weed,Plantaginaceae,Plantain,Plantago,Plantago lanceolata,ITS,4,bc1150,S,bc1154 ,1,50,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,96,2.15,2.38,1,1,0
L124,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,4,bc1150,S,bc1154 ,8,10,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,96,2.15,2.38,1,1,0
L124,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,4,bc1150,S,bc1154 ,71,39,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,96,2.15,2.38,1,1,0
L124,Nightshade,Solanaceae,Nightshade,Solanum,Solanum neorossii,trnF,10,bc1120,F,bc1175 ,2,NA,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,96,2.15,2.38,1,1,0
L124,Nightshade,Solanaceae,Black nightshade,Solanum,Solanum nigrum,ITS,4,bc1150,S,bc1154 ,21,2,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,96,2.15,2.38,1,1,0
L124,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,4,bc1150,S,bc1154 ,6,85,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,96,2.15,2.38,1,1,0
L124,Tree,Pinaceae,Hemlock,Tsuga,Tsuga chinensis,ITS,4,bc1150,S,bc1154 ,33,4,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,96,2.15,2.38,1,1,0
L124,Tree,Pinaceae,Hemlock,Tsuga,Tsuga chinensis,ITS,4,bc1150,S,bc1154 ,38,4,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,96,2.15,2.38,1,1,0
L125,Tree,Betulaceae,Alder,Alnus,Alnus maximowiczii,ITS,4,bc1150,T,bc1155 ,2,5,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,107.4,2.11,2.3,1,1,0
L125,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,4,bc1150,T,bc1155 ,1,63,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,107.4,2.11,2.3,1,1,0
L125,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,4,bc1150,T,bc1155 ,8,2,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,107.4,2.11,2.3,1,1,0
L125,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,4,bc1150,T,bc1155 ,7,2,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,107.4,2.11,2.3,1,1,0
L125,Grass,Poaceae,Barnyard grass,Echinochloa,Echinochloa oryzoides,ITS,4,bc1150,T,bc1155 ,4,2,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,107.4,2.11,2.3,1,1,0
L125,Grass,Poaceae,Quackgrass,Elymus,Elymus repens,ITS,4,bc1150,T,bc1155 ,5,2,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,107.4,2.11,2.3,1,1,0
L125,Russian Thistle,Amaranthaceae,Prickly Russian Thistle,Kali,Kali turgidum,ITS,4,bc1150,T,bc1155 ,3,4,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,107.4,2.11,2.3,1,1,0
L125,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,4,bc1150,T,bc1155 ,6,2,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,107.4,2.11,2.3,1,1,0
L126,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,V,bc1140,4,bc1150 ,1,12,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,86.4,2.09,2.01,1,0,0
L126,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,V,bc1140,4,bc1150 ,4,7,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,86.4,2.09,2.01,1,0,0
L126,Grass,Poaceae,Barnyard grass,Echinochloa,Echinochloa oryzoides,ITS,V,bc1140,4,bc1150 ,7,2,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,86.4,2.09,2.01,1,0,0
L126,Russian Thistle,Amaranthaceae,Prickly Russian Thistle,Kali,Kali turgidum,ITS,V,bc1140,4,bc1150 ,6,5,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,86.4,2.09,2.01,1,0,0
L126,Grass,Poaceae,Ryegrass perennial,Lolium,Lolium perenne,ITS,V,bc1140,4,bc1150 ,8,2,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,86.4,2.09,2.01,1,0,0
L126,Grass,Poaceae,Ryegrass annual,Lolium,Lolium rigidum,ITS,V,bc1140,4,bc1150 ,2,10,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,86.4,2.09,2.01,1,0,0
L126,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,V,bc1140,4,bc1150 ,5,6,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,86.4,2.09,2.01,1,0,0
L126,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,V,bc1140,4,bc1150 ,3,8,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,86.4,2.09,2.01,1,0,0
L127,Kochia,Amaranthaceae,Kochia ,Bassia,Bassia scoparia,ITS,4,bc1150,A,bc1160 ,10,2,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,62.8,2.04,1.75,1,1,1
L127,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,4,bc1150,A,bc1160 ,4,3,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,62.8,2.04,1.75,1,1,1
L127,Mustard,Brassicaceae,Ethiopian mustard,Brassica,Brassica carinata,ITS,4,bc1150,A,bc1160 ,2,6,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,62.8,2.04,1.75,1,1,1
L127,Mustard,Brassicaceae,Blue mustard,Chorispora,Chorispora tenella,ITS,4,bc1150,A,bc1160 ,11,6,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,62.8,2.04,1.75,1,1,1
L127,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,4,bc1150,A,bc1160 ,3,5,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,62.8,2.04,1.75,1,1,1
L127,Russian Thistle,Amaranthaceae,Prickly Russian Thistle,Kali,Kali turgidum,ITS,4,bc1150,A,bc1160 ,7,3,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,62.8,2.04,1.75,1,1,1
L127,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,4,bc1150,A,bc1160 ,11,2,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,62.8,2.04,1.75,1,1,1
L127,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,4,bc1150,A,bc1160 ,1,27,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,62.8,2.04,1.75,1,1,1
L127,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,4,bc1150,A,bc1160 ,12,2,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,62.8,2.04,1.75,1,1,1
L127,Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,4,bc1150,A,bc1160 ,17,6,5,June,2022,44742,Prosser,Q7-Lin,linalool,Cannabis,45259,62.8,2.04,1.75,1,1,1
L128,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,B,bc1161,3,bc1182 ,2,39,5,June,2022,44742,Prosser,Q4-Car,caryophyllene,Cannabis,45259,108.9,2.07,1.65,1,1,0
L128,Cannabis,Cannabaceae,Cannabis,Cannabis,Cannabis sativa,ITS,B,bc1161,3,bc1182 ,4,4,5,June,2022,44742,Prosser,Q4-Car,caryophyllene,Cannabis,45259,108.9,2.07,1.65,1,1,0
L128,Weed,Plantaginaceae,Plantain,Plantago,Plantago lanceolata,ITS,B,bc1161,3,bc1182 ,4,174,5,June,2022,44742,Prosser,Q4-Car,caryophyllene,Cannabis,45259,108.9,2.07,1.65,1,1,0
L128,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,B,bc1161,3,bc1182 ,5,2,5,June,2022,44742,Prosser,Q4-Car,caryophyllene,Cannabis,45259,108.9,2.07,1.65,1,1,0
L129,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,C,bc1162,3,bc1182 ,2,11,5,June,2022,44742,Prosser,Q4-Car,caryophyllene,Cannabis,45259,140.3,2.05,1.68,1,0,0
L129,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,C,bc1162,3,bc1182 ,1,15,5,June,2022,44742,Prosser,Q4-Car,caryophyllene,Cannabis,45259,140.3,2.05,1.68,1,0,0
L129,Weed,Plantaginaceae,Plantain,Plantago,Plantago lanceolata,ITS,C,bc1162,3,bc1182 ,3,4,5,June,2022,44742,Prosser,Q4-Car,caryophyllene,Cannabis,45259,140.3,2.05,1.68,1,0,0
L129,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,C,bc1162,3,bc1182 ,4,2,5,June,2022,44742,Prosser,Q4-Car,caryophyllene,Cannabis,45259,140.3,2.05,1.68,1,0,0
L130,Weed,Amaranthaceae,Amaranth,Blitum,Blitum petiolare,ITS,D,bc1163,3,bc1182 ,2,43,5,July,2022,44762,Royal City,H-N/A,none,Carrot,45310,116,2.11,1.6,1,1,0
L130,Lambsquarter,Amaranthaceae,White lambsquarter,Chenopodium,Chenopodium album,ITS,D,bc1163,3,bc1182 ,9,220,5,July,2022,44762,Royal City,H-N/A,none,Carrot,45310,116,2.11,1.6,1,1,0
L130,Mustard,Brassicaceae,Blue mustard,Chorispora,Chorispora tenella,ITS,D,bc1163,3,bc1182 ,5,4,5,July,2022,44762,Royal City,H-N/A,none,Carrot,45310,116,2.11,1.6,1,1,0
L130,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,D,bc1163,3,bc1182 ,9,2,5,July,2022,44762,Royal City,H-N/A,none,Carrot,45310,116,2.11,1.6,1,1,0
L130,Russian Thistle,Amaranthaceae,Prickly Russian Thistle,Kali,Kali turgidum,ITS,D,bc1163,3,bc1182 ,4,24,5,July,2022,44762,Royal City,H-N/A,none,Carrot,45310,116,2.11,1.6,1,1,0
L130,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,D,bc1163,3,bc1182 ,6,3,5,July,2022,44762,Royal City,H-N/A,none,Carrot,45310,116,2.11,1.6,1,1,0
